"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Chemofacies","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al","Depth_ft","Factor1","Factor2","Factor3"
6423.6,2.95,12.15,0.92,0.001,0.67,1.02,0.3,28.64,0.14,0.26,1.5,10,8.83,97.44,25.78,29.44,25.02,19.91,39.18,5,4,"Point Pleasant FM","Potage",4,29500,0.31,0.1,0.00067,4.1,0.00034,0.0013,12000,0.00087,0.23,0.0033,5.1e-05,0.35,3e-04,0.001,0.42,185.44,0.0049,0.00034,6423.6,-1.47842846573185,0.0247975930221495,-0.00819095567388016
6424,2.02,8.18,1.35,0.08,0.75,1.18,0.3,32.88,0.17,0.36,5,10,8.83,98.64,21.79,18.04,35.9,37.04,34.37,5,4,"Point Pleasant FM","Potage",4,20200,0.67,0.15,0.0018,4,0.04,0.0017,100,0.0011,0.37,0.0049,0.00025,0.58,0.00044,0.00089,0.25,235.84,0.0052,5e-04,6424,-1.87810623656616,0.323950376345436,-0.749252071199303
6424.6,2.02,8.18,1.35,0.08,0.75,1.18,0.3,32.88,0.17,0.36,5,10,8.83,98.64,21.79,18.04,35.9,37.04,34.37,5,4,"Point Pleasant FM","Potage",4,20200,0.67,0.15,0.0018,4,0.04,0.0017,100,0.0011,0.37,0.0049,0.00025,0.58,0.00044,0.00089,0.25,235.84,0.0052,5e-04,6424.6,-1.87810623656616,0.323950376345436,-0.749252071199303
6425,2.94,11.93,0.96,0.001,1.14,1.47,0.3,29.16,0.15,0.39,1.5,10,8.83,95.26,7.5,14.55,37.115,46.46,48.97,5,4,"Point Pleasant FM","Potage",4,29400,0.33,0.1,0.0016,4.1,0.00034,0.0017,12000,0.00026,0.39,0.0032,5.1e-05,0.5,3e-04,0.00049,0.41,234.46,0.0051,0.00034,6425,-1.50745925733768,0.506922600099101,-0.338604644295405
6425.6,2.94,11.93,0.96,0.001,1.14,1.47,0.3,29.16,0.15,0.39,1.5,10,8.83,95.26,7.5,14.55,37.115,46.46,48.97,5,4,"Point Pleasant FM","Potage",4,29400,0.33,0.1,0.0016,4.1,0.00034,0.0017,12000,0.00026,0.39,0.0032,5.1e-05,0.5,3e-04,0.00049,0.41,234.46,0.0051,0.00034,6425.6,-1.50745925733768,0.506922600099101,-0.338604644295405
6426,0.5,3.32,0.17,0.001,0.45,0.73,0.3,41.06,0.22,0.37,1.5,10,8.83,72.62,7.5,15.8,37.7225,13.27,12.72,5,4,"Point Pleasant FM","Potage",4,5000,0.34,0.6,0.0027,6.6,0.002,0.0025,3300,0.0015,0.9,0.015,3e-04,1.5,0.0018,0.0032,0.081,224.25,0.0054,0.002,6426,-2.55536788826117,0.483851062974032,-0.408609692260708
6426.6,0.5,3.32,0.17,0.001,0.45,0.73,0.3,41.06,0.22,0.37,1.5,10,8.83,72.62,7.5,15.8,37.7225,13.27,12.72,5,4,"Point Pleasant FM","Potage",4,5000,0.34,0.6,0.0027,6.6,0.002,0.0025,3300,0.0015,0.9,0.015,3e-04,1.5,0.0018,0.0032,0.081,224.25,0.0054,0.002,6426.6,-2.55536788826117,0.483851062974032,-0.408609692260708
6427,1.05,4.81,0.28,0.001,1.02,1.17,0.93,39.42,0.22,1.02,1.5,10,8.83,84.22,35,14.59,38.33,16.92,26.03,5,4,"Point Pleasant FM","Potage",4,10500,0.27,0.89,0.0016,4.6,0.00095,0.0025,4800,0.0033,0.97,0.008,0.00014,1.1,0.00084,0.0014,0.12,228.44,0.0056,0.00095,6427,-2.71233036024467,-0.240612620711182,-1.06770131126388
6427.6,1.05,4.81,0.28,0.001,1.02,1.17,0.93,39.42,0.22,1.02,1.5,10,8.83,84.22,35,14.59,38.33,16.92,26.03,5,4,"Point Pleasant FM","Potage",4,10500,0.27,0.89,0.0016,4.6,0.00095,0.0025,4800,0.0033,0.97,0.008,0.00014,1.1,0.00084,0.0014,0.12,228.44,0.0056,0.00095,6427.6,-2.71233036024467,-0.240612620711182,-1.06770131126388
6428,2.26,7.93,1.29,0.29,1.07,1.3,1.09,33.96,0.18,0.4,1.5,10,8.83,106.15,7.5,25.35,35.27,31.79,39.73,7.84,4,"Point Pleasant FM","Potage",4,22600,0.57,0.48,0.0014,3.5,0.13,0.0018,27,0.00033,0.47,0.0047,6.6e-05,0.58,0.00039,0.0011,0.23,232.36,0.0053,0.00044,6428,-1.69375989810239,0.149529806078934,-0.338130798133752
6428.6,2.26,7.93,1.29,0.29,1.07,1.3,1.09,33.96,0.18,0.4,1.5,10,8.83,106.15,7.5,25.35,35.27,31.79,39.73,7.84,4,"Point Pleasant FM","Potage",4,22600,0.57,0.48,0.0014,3.5,0.13,0.0018,27,0.00033,0.47,0.0047,6.6e-05,0.58,0.00039,0.0011,0.23,232.36,0.0053,0.00044,6428.6,-1.69375989810239,0.149529806078934,-0.338130798133752
6429,1.69,7.05,0.44,0.001,0.59,0.98,0.3,36.18,0.2,0.35,1.5,10,8.83,98.32,7.5,7.5,33.585,27.55,30.1,5,4,"Point Pleasant FM","Potage",4,16900,0.26,0.18,0.0016,4.2,0.00059,0.0018,7000,0.00044,0.35,0.0058,8.9e-05,0.58,0.00052,0.00044,0.19,212.02,0.0055,0.00059,6429,-2.12684485085382,0.266587745036956,-0.23306215129095
6429.6,1.69,7.05,0.44,0.001,0.59,0.98,0.3,36.18,0.2,0.35,1.5,10,8.83,98.32,7.5,7.5,33.585,27.55,30.1,5,4,"Point Pleasant FM","Potage",4,16900,0.26,0.18,0.0016,4.2,0.00059,0.0018,7000,0.00044,0.35,0.0058,8.9e-05,0.58,0.00052,0.00044,0.19,212.02,0.0055,0.00059,6429.6,-2.12684485085382,0.266587745036956,-0.23306215129095
6430,2.17,9.36,1.36,0.38,0.69,1.14,0.82,31.53,0.18,0.38,1.5,10,8.83,90.38,7.5,20.04,31.9,37.22,46.18,7.22,4,"Point Pleasant FM","Potage",4,21700,0.63,0.38,0.0017,4.3,0.18,0.0021,25,0.00035,0.32,0.0042,6.9e-05,0.53,0.00041,0.00092,0.3,220,0.0057,0.00046,6430,-1.58640958379737,0.154923030035812,-0.0934598530965878
6430.6,2.17,9.36,1.36,0.38,0.69,1.14,0.82,31.53,0.18,0.38,1.5,10,8.83,90.38,7.5,20.04,31.9,37.22,46.18,7.22,4,"Point Pleasant FM","Potage",4,21700,0.63,0.38,0.0017,4.3,0.18,0.0021,25,0.00035,0.32,0.0042,6.9e-05,0.53,0.00041,0.00092,0.3,220,0.0057,0.00046,6430.6,-1.58640958379737,0.154923030035812,-0.0934598530965878
6431,2.88,12.06,0.82,0.001,1.02,1.23,0.9,30.4,0.16,0.41,1.5,10,8.83,79.64,7.5,28.24,28.37,16.62,48.35,5,4,"Point Pleasant FM","Potage",4,28800,0.28,0.31,0.00058,4.2,0.00035,0.0017,12000,0.00026,0.35,0.0028,5.2e-05,0.43,0.00031,0.00098,0.4,197.24,0.0053,0.00035,6431,-1.5265319306279,0.213774227421978,-0.126576323725884
6431.6,2.88,12.06,0.82,0.001,1.02,1.23,0.9,30.4,0.16,0.41,1.5,10,8.83,79.64,7.5,28.24,28.37,16.62,48.35,5,4,"Point Pleasant FM","Potage",4,28800,0.28,0.31,0.00058,4.2,0.00035,0.0017,12000,0.00026,0.35,0.0028,5.2e-05,0.43,0.00031,0.00098,0.4,197.24,0.0053,0.00035,6431.6,-1.5265319306279,0.213774227421978,-0.126576323725884
6432,2.26,10.12,0.71,0.001,0.75,1.31,0.3,31.74,0.19,0.39,1.5,10,8.83,91.54,30.7,7.5,32.78,15.04,44.55,5,4,"Point Pleasant FM","Potage",4,22600,0.31,0.13,0.00067,4.5,0.00044,0.002,10000,0.0014,0.33,0.0041,6.6e-05,0.58,0.00039,0.00033,0.32,213.12,0.006,0.00044,6432,-1.9500373949778,0.152989504223826,-0.464199894944404
6432.6,2.26,10.12,0.71,0.001,0.75,1.31,0.3,31.74,0.19,0.39,1.5,10,8.83,91.54,30.7,7.5,32.78,15.04,44.55,5,4,"Point Pleasant FM","Potage",4,22600,0.31,0.13,0.00067,4.5,0.00044,0.002,10000,0.0014,0.33,0.0041,6.6e-05,0.58,0.00039,0.00033,0.32,213.12,0.006,0.00044,6432.6,-1.9500373949778,0.152989504223826,-0.464199894944404
6433,3.17,13.31,1.78,0.12,1.12,1.39,1.42,27.42,0.15,0.43,1.5,39.46,8.83,97.35,34.35,13.06,26.07,19.39,63.87,7.4,4,"Point Pleasant FM","Potage",4,31700,0.56,0.45,0.00061,4.2,0.038,0.002,110,0.0011,0.35,0.0031,4.7e-05,0.44,0.00028,0.00041,0.49,203.4,0.0055,0.0012,6433,-1.19058001013535,-0.310765282291093,-0.199420054385933
6433.6,3.17,13.31,1.78,0.12,1.12,1.39,1.42,27.42,0.15,0.43,1.5,39.46,8.83,97.35,34.35,13.06,26.07,19.39,63.87,7.4,4,"Point Pleasant FM","Potage",4,31700,0.56,0.45,0.00061,4.2,0.038,0.002,110,0.0011,0.35,0.0031,4.7e-05,0.44,0.00028,0.00041,0.49,203.4,0.0055,0.0012,6433.6,-1.19058001013535,-0.310765282291093,-0.199420054385933
6434,1.91,8.03,0.53,1.29,0.67,1.11,0.3,33.8,0.2,0.23,1.5,10,8.83,89.24,31.37,19.28,27.73,11.38,36.1,5,4,"Point Pleasant FM","Potage",4,19100,0.28,0.16,6e-04,4.2,0.68,0.0019,6.2,0.0016,0.35,0.0047,7.9e-05,0.58,0.00046,0.001,0.24,190.04,0.0059,0.00052,6434,-1.99589796992221,-0.26263506274177,-0.0422408525808335
6434.6,1.91,8.03,0.53,1.29,0.67,1.11,0.3,33.8,0.2,0.23,1.5,10,8.83,89.24,31.37,19.28,27.73,11.38,36.1,5,4,"Point Pleasant FM","Potage",4,19100,0.28,0.16,6e-04,4.2,0.68,0.0019,6.2,0.0016,0.35,0.0047,7.9e-05,0.58,0.00046,0.001,0.24,190.04,0.0059,0.00052,6434.6,-1.99589796992221,-0.26263506274177,-0.0422408525808335
6435,3.14,10.56,1.81,2.01,0.77,0.89,1.43,24.87,0.14,0.02,1.5,10,8.83,94.84,20.49,30.09,28.75,20.99,56.36,7.05,4,"Point Pleasant FM","Potage",4,31400,0.58,0.46,0.00067,3.4,0.64,0.0018,5.3,0.00065,0.25,0.003,4.8e-05,0.28,0.00028,0.00096,0.42,214.6,0.0056,0.00032,6435,-0.969344028075741,-0.313816381230133,0.584693509782551
6435.6,3.14,10.56,1.81,2.01,0.77,0.89,1.43,24.87,0.14,0.02,1.5,10,8.83,94.84,20.49,30.09,28.75,20.99,56.36,7.05,4,"Point Pleasant FM","Potage",4,31400,0.58,0.46,0.00067,3.4,0.64,0.0018,5.3,0.00065,0.25,0.003,4.8e-05,0.28,0.00028,0.00096,0.42,214.6,0.0056,0.00032,6435.6,-0.969344028075741,-0.313816381230133,0.584693509782551
6436,2.01,8.97,0.62,0.001,1.06,1.4,0.92,33.44,0.17,0.49,1.5,10,8.83,106.44,32.1,27.63,31.665,12.66,34.62,5,4,"Point Pleasant FM","Potage",4,20100,0.31,0.46,0.00063,4.5,5e-04,0.0017,9000,0.0016,0.53,0.0053,7.5e-05,0.7,0.00044,0.0014,0.27,207.22,0.0051,5e-04,6436,-1.94842264054562,-0.14847625958491,-0.567845642252372
6436.6,2.01,8.97,0.62,0.001,1.06,1.4,0.92,33.44,0.17,0.49,1.5,10,8.83,106.44,32.1,27.63,31.665,12.66,34.62,5,4,"Point Pleasant FM","Potage",4,20100,0.31,0.46,0.00063,4.5,5e-04,0.0017,9000,0.0016,0.53,0.0053,7.5e-05,0.7,0.00044,0.0014,0.27,207.22,0.0051,5e-04,6436.6,-1.94842264054562,-0.14847625958491,-0.567845642252372
6437,3.79,13.85,1.2,0.001,1.77,2.1,2.01,24.63,0.12,0.42,1.5,10,8.83,100.88,32.61,34.43,33.1225,22.66,46.19,10.58,4,"Point Pleasant FM","Potage",4,37900,0.32,0.53,6e-04,3.7,0.00026,0.0012,14000,0.00086,0.47,0.0027,4e-05,0.55,0.00023,0.00091,0.56,222.33,0.0049,0.00026,6437,-1.12189796468823,0.0400586099647861,-0.777263385557324
6437.6,3.79,13.85,1.2,0.001,1.77,2.1,2.01,24.63,0.12,0.42,1.5,10,8.83,100.88,32.61,34.43,33.1225,22.66,46.19,10.58,4,"Point Pleasant FM","Potage",4,37900,0.32,0.53,6e-04,3.7,0.00026,0.0012,14000,0.00086,0.47,0.0027,4e-05,0.55,0.00023,0.00091,0.56,222.33,0.0049,0.00026,6437.6,-1.12189796468823,0.0400586099647861,-0.777263385557324
6438,2.4,9.58,0.61,1.24,0.59,0.94,0.3,31.69,0.16,0.28,1.5,10,8.83,97.39,28.12,22.55,34.58,13.12,37.44,5,4,"Point Pleasant FM","Potage",4,24000,0.25,0.12,0.00055,4,0.52,0.0016,7.7,0.0012,0.25,0.0041,6.2e-05,0.39,0.00037,0.00094,0.3,218.72,0.005,0.00042,6438,-1.8667465174892,-0.0998586053826628,-0.0777810050440319
6438.6,2.4,9.58,0.61,1.24,0.59,0.94,0.3,31.69,0.16,0.28,1.5,10,8.83,97.39,28.12,22.55,34.58,13.12,37.44,5,4,"Point Pleasant FM","Potage",4,24000,0.25,0.12,0.00055,4,0.52,0.0016,7.7,0.0012,0.25,0.0041,6.2e-05,0.39,0.00037,0.00094,0.3,218.72,0.005,0.00042,6438.6,-1.8667465174892,-0.0998586053826628,-0.0777810050440319
6439,2.62,14.41,0.8,0.001,0.51,0.74,0.3,25.9,0.12,0.24,1.5,10,8.83,92.04,31.9,55.37,19.65,18.19,33.72,5,4,"Point Pleasant FM","Potage",4,26200,0.31,0.11,0.00069,5.5,0.00038,0.0013,14000,0.0012,0.19,0.0035,5.7e-05,0.28,0.00034,0.0021,0.56,162.04,0.0046,0.00038,6439,-1.32188129459832,-0.211790351018461,0.203940938762685
6439.6,2.62,14.41,0.8,0.001,0.51,0.74,0.3,25.9,0.12,0.24,1.5,10,8.83,92.04,31.9,55.37,19.65,18.19,33.72,5,4,"Point Pleasant FM","Potage",4,26200,0.31,0.11,0.00069,5.5,0.00038,0.0013,14000,0.0012,0.19,0.0035,5.7e-05,0.28,0.00034,0.0021,0.56,162.04,0.0046,0.00038,6439.6,-1.32188129459832,-0.211790351018461,0.203940938762685
6440,1.74,9.74,0.48,0.86,0.48,0.75,0.3,33.88,0.17,0.42,1.5,10,8.83,85.84,7.5,42.95,39.67,10.02,30.88,5,4,"Point Pleasant FM","Potage",4,17400,0.28,0.17,0.00058,5.6,0.49,0.0018,11,0.00043,0.28,0.0049,8.6e-05,0.43,0.00051,0.0025,0.29,237,0.005,0.00057,6440,-2.058992521489,0.218037043614,-0.186257721918643
6440.6,1.74,9.74,0.48,0.86,0.48,0.75,0.3,33.88,0.17,0.42,1.5,10,8.83,85.84,7.5,42.95,39.67,10.02,30.88,5,4,"Point Pleasant FM","Potage",4,17400,0.28,0.17,0.00058,5.6,0.49,0.0018,11,0.00043,0.28,0.0049,8.6e-05,0.43,0.00051,0.0025,0.29,237,0.005,0.00057,6440.6,-2.058992521489,0.218037043614,-0.186257721918643
6441,0.61,5.92,0.13,0.001,0.49,1,0.3,40.6,0.22,0.74,1.5,10,8.83,104.85,29.28,27.65,33.755,10.48,1.5,5,4,"Point Pleasant FM","Potage",4,6100,0.21,0.49,0.0017,9.7,0.0016,0.00025,5900,0.0048,0.8,0.017,0.00025,1.6,0.0014,0.0045,0.15,207.74,0.0054,0.0016,6441,-2.7898679653283,-0.243791136015008,-0.807174054006589
6441.6,0.61,5.92,0.13,0.001,0.49,1,0.3,40.6,0.22,0.74,1.5,10,8.83,104.85,29.28,27.65,33.755,10.48,1.5,5,4,"Point Pleasant FM","Potage",4,6100,0.21,0.49,0.0017,9.7,0.0016,0.00025,5900,0.0048,0.8,0.017,0.00025,1.6,0.0014,0.0045,0.15,207.74,0.0054,0.0016,6441.6,-2.7898679653283,-0.243791136015008,-0.807174054006589
6442,1.65,7.68,0.15,1.66,0.29,0.43,0.82,36.37,0.16,0.02,1.5,10,8.83,90.08,7.5,7.5,30.7975,10.74,15.07,5,4,"Point Pleasant FM","Potage",4,16500,0.091,0.5,0.00065,4.7,1,0.00091,4.6,0.00045,0.18,0.0055,9.1e-05,0.26,0.00054,0.00045,0.21,196.23,0.0044,0.00061,6442,-1.92272135680964,-0.0801235083250223,0.500567763220639
6442.6,1.65,7.68,0.15,1.66,0.29,0.43,0.82,36.37,0.16,0.02,1.5,10,8.83,90.08,7.5,7.5,30.7975,10.74,15.07,5,4,"Point Pleasant FM","Potage",4,16500,0.091,0.5,0.00065,4.7,1,0.00091,4.6,0.00045,0.18,0.0055,9.1e-05,0.26,0.00054,0.00045,0.21,196.23,0.0044,0.00061,6442.6,-1.92272135680964,-0.0801235083250223,0.500567763220639
6443,1.51,11.63,0.88,0.05,0.49,0.82,0.3,32.62,0.12,0.17,1.5,10,8.83,89.1,7.5,16.72,27.84,24.47,33.82,6.16,4,"Point Pleasant FM","Potage",4,15100,0.58,0.2,0.0016,7.7,0.033,0.0022,230,5e-04,0.32,0.0059,9.9e-05,0.54,0.00058,0.0011,0.36,196.08,0.0037,0.00066,6443,-1.53960121140926,0.338909173442576,0.149919310929381
6443.6,1.51,11.63,0.88,0.05,0.49,0.82,0.3,32.62,0.12,0.17,1.5,10,8.83,89.1,7.5,16.72,27.84,24.47,33.82,6.16,4,"Point Pleasant FM","Potage",4,15100,0.58,0.2,0.0016,7.7,0.033,0.0022,230,5e-04,0.32,0.0059,9.9e-05,0.54,0.00058,0.0011,0.36,196.08,0.0037,0.00066,6443.6,-1.53960121140926,0.338909173442576,0.149919310929381
6444,1.59,8.25,0.03,2.29,0.2,0.27,0.93,37.94,0.13,0.02,1.5,10,8.83,72.32,7.5,7.5,25.38,5.01,16.52,5,4,"Point Pleasant FM","Potage",4,15900,0.019,0.58,0.00032,5.2,1.4,0.001,3.6,0.00047,0.13,0.0045,9.4e-05,0.17,0.00056,0.00047,0.22,172.64,0.0034,0.00063,6444,-1.81856267162541,-0.275011171324332,0.796711416627622
6444.6,1.59,8.25,0.03,2.29,0.2,0.27,0.93,37.94,0.13,0.02,1.5,10,8.83,72.32,7.5,7.5,25.38,5.01,16.52,5,4,"Point Pleasant FM","Potage",4,15900,0.019,0.58,0.00032,5.2,1.4,0.001,3.6,0.00047,0.13,0.0045,9.4e-05,0.17,0.00056,0.00047,0.22,172.64,0.0034,0.00063,6444.6,-1.81856267162541,-0.275011171324332,0.796711416627622
6445,0.19,6.51,0.09,0.001,0.16,0.33,0.3,41.66,0.12,0.02,1.5,10,8.83,88.82,7.5,7.5,24.15,3.87,18.38,5,5,"Trenton","Potage",4,1900,0.47,1.6,0.002,34,0.0053,0.0097,6500,0.0039,0.84,0.047,0.00079,1.7,0.0046,0.0039,0.16,168.68,0.0029,0.0053,6445,-2.01769363807591,0.233477801116021,0.350540957235579
6445.6,0.19,6.51,0.09,0.001,0.16,0.33,0.3,41.66,0.12,0.02,1.5,10,8.83,88.82,7.5,7.5,24.15,3.87,18.38,5,5,"Trenton","Potage",4,1900,0.47,1.6,0.002,34,0.0053,0.0097,6500,0.0039,0.84,0.047,0.00079,1.7,0.0046,0.0039,0.16,168.68,0.0029,0.0053,6445.6,-2.01769363807591,0.233477801116021,0.350540957235579
6446,1.01,8.73,0.29,0.001,0.29,0.58,0.3,36.68,0.1,0.2,1.5,10,8.83,86.26,7.5,13.37,22.92,6.69,23.5,5,5,"Trenton","Potage",4,10100,0.29,0.3,0.00066,8.6,0.00099,0.0023,8700,0.00074,0.29,0.0085,0.00015,0.57,0.00087,0.0013,0.24,166.96,0.0027,0.00099,6446,-1.82149060193843,0.185708263652164,0.240935551672539
6446.6,1.01,8.73,0.29,0.001,0.29,0.58,0.3,36.68,0.1,0.2,1.5,10,8.83,86.26,7.5,13.37,22.92,6.69,23.5,5,5,"Trenton","Potage",4,10100,0.29,0.3,0.00066,8.6,0.00099,0.0023,8700,0.00074,0.29,0.0085,0.00015,0.57,0.00087,0.0013,0.24,166.96,0.0027,0.00099,6446.6,-1.82149060193843,0.185708263652164,0.240935551672539
6447,1.6,8,0.5,0.001,0.38,0.65,0.3,35.51,0.11,0.48,1.5,10,8.83,82.19,21.89,15.58,21.94,24.02,34.2,5.07,4,"Trenton","Potage",4,16000,0.31,0.19,0.0015,5,0.00062,0.0021,8000,0.0014,0.24,0.0051,9.4e-05,0.41,0.00055,0.00097,0.23,166.4,0.0031,0.00062,6447,-1.81852436463491,-0.107315265282603,0.0554080718257835
6447.6,1.6,8,0.5,0.001,0.38,0.65,0.3,35.51,0.11,0.48,1.5,10,8.83,82.19,21.89,15.58,21.94,24.02,34.2,5.07,4,"Trenton","Potage",4,16000,0.31,0.19,0.0015,5,0.00062,0.0021,8000,0.0014,0.24,0.0051,9.4e-05,0.41,0.00055,0.00097,0.23,166.4,0.0031,0.00062,6447.6,-1.81852436463491,-0.107315265282603,0.0554080718257835
6448,0.41,0.92,0.08,3.53,0.05,0.1,0.3,42.85,0.17,0.02,1.5,10,8.83,92.28,7.5,17.62,45.08,3.43,1.5,5,4,"Trenton","Potage",4,4100,0.2,0.73,0.00084,2.2,8.6,0.00037,0.26,0.0018,0.12,0.023,0.00037,0.24,0.0022,0.0043,0.021,252.24,0.004,0.0024,6448,-2.52234321738031,-0.150124191606898,0.450166062627288
6448.6,0.41,0.92,0.08,3.53,0.05,0.1,0.3,42.85,0.17,0.02,1.5,10,8.83,92.28,7.5,17.62,45.08,3.43,1.5,5,4,"Trenton","Potage",4,4100,0.2,0.73,0.00084,2.2,8.6,0.00037,0.26,0.0018,0.12,0.023,0.00037,0.24,0.0022,0.0043,0.021,252.24,0.004,0.0024,6448.6,-2.52234321738031,-0.150124191606898,0.450166062627288
6449,0.13,1.3,0.055,0.37,0.08,0.22,0.3,45.58,0.04,0.02,1.5,10,8.83,91.43,7.5,7.5,33.895,1.5,1.5,5,5,"Trenton","Potage",4,1300,0.42,2.3,0.0012,10,2.8,0.0012,3.5,0.0058,0.62,0.07,0.0012,1.7,0.0068,0.0058,0.029,207.1,0.00088,0.0077,6449,-2.11980426326386,0.508853231500966,0.180408813262733
6449.6,0.13,1.3,0.055,0.37,0.08,0.22,0.3,45.58,0.04,0.02,1.5,10,8.83,91.43,7.5,7.5,33.895,1.5,1.5,5,5,"Trenton","Potage",4,1300,0.42,2.3,0.0012,10,2.8,0.0012,3.5,0.0058,0.62,0.07,0.0012,1.7,0.0068,0.0058,0.029,207.1,0.00088,0.0077,6449.6,-2.11980426326386,0.508853231500966,0.180408813262733
6450,0.69,2.59,0.03,0.92,0.18,0.23,1.11,40.94,0.09,0.02,1.5,10,8.83,89,30.95,7.5,28.3025,4.84,1.5,5,5,"Trenton","Potage",4,6900,0.043,1.6,7e-04,3.8,1.3,0.00022,2.8,0.0045,0.26,0.013,0.00022,0.33,0.0013,0.0011,0.063,184.33,0.0022,0.0014,6450,-2.0057440322957,-0.155526951168151,0.309493926252453
6450.6,0.69,2.59,0.03,0.92,0.18,0.23,1.11,40.94,0.09,0.02,1.5,10,8.83,89,30.95,7.5,28.3025,4.84,1.5,5,5,"Trenton","Potage",4,6900,0.043,1.6,7e-04,3.8,1.3,0.00022,2.8,0.0045,0.26,0.013,0.00022,0.33,0.0013,0.0011,0.063,184.33,0.0022,0.0014,6450.6,-2.0057440322957,-0.155526951168151,0.309493926252453
6451,0.26,1.28,0.11,0.001,0.08,0.2,1.3,45.62,0.12,0.02,1.5,10,8.83,83.51,7.5,13.7,22.71,1.5,1.5,5,5,"Trenton","Potage",4,2600,0.42,5,0.00058,4.9,0.0038,0.00058,1300,0.0029,0.31,0.032,0.00058,0.77,0.0034,0.0053,0.028,163.24,0.0026,0.0038,6451,-2.06515227068552,0.0752492730689546,0.399528143536328
6451.6,0.26,1.28,0.11,0.001,0.08,0.2,1.3,45.62,0.12,0.02,1.5,10,8.83,83.51,7.5,13.7,22.71,1.5,1.5,5,5,"Trenton","Potage",4,2600,0.42,5,0.00058,4.9,0.0038,0.00058,1300,0.0029,0.31,0.032,0.00058,0.77,0.0034,0.0053,0.028,163.24,0.0026,0.0038,6451.6,-2.06515227068552,0.0752492730689546,0.399528143536328
6452,0.31,1.98,0.19,0.33,0.29,0.67,0.3,42.65,0.06,0.02,1.5,10,8.83,101.81,7.5,12.6,34.24,5.03,8.37,5,5,"Trenton","Potage",4,3100,0.61,0.97,0.0016,6.4,1.1,0.0027,6,0.0024,0.94,0.033,0.00048,2.2,0.0028,0.0041,0.046,210.64,0.0014,0.0032,6452,-2.05535544006871,0.486915252700621,0.0155281411357731
6452.6,0.31,1.98,0.19,0.33,0.29,0.67,0.3,42.65,0.06,0.02,1.5,10,8.83,101.81,7.5,12.6,34.24,5.03,8.37,5,5,"Trenton","Potage",4,3100,0.61,0.97,0.0016,6.4,1.1,0.0027,6,0.0024,0.94,0.033,0.00048,2.2,0.0028,0.0041,0.046,210.64,0.0014,0.0032,6452.6,-2.05535544006871,0.486915252700621,0.0155281411357731
6453,0.29,1.46,0.01,0.35,0.09,0.26,0.3,44.99,0.21,0.02,1.5,10,8.83,87.2,7.5,13.84,45.77,4.87,1.5,5,5,"Trenton","Potage",4,2900,0.034,1,0.0017,5,1.2,0.00052,4.2,0.0026,0.31,0.03,0.00052,0.9,0.003,0.0048,0.032,253.88,0.0047,0.0034,6453,-2.64113432370837,0.66817622424186,-0.189801184672668
6453.6,0.29,1.46,0.01,0.35,0.09,0.26,0.3,44.99,0.21,0.02,1.5,10,8.83,87.2,7.5,13.84,45.77,4.87,1.5,5,5,"Trenton","Potage",4,2900,0.034,1,0.0017,5,1.2,0.00052,4.2,0.0026,0.31,0.03,0.00052,0.9,0.003,0.0048,0.032,253.88,0.0047,0.0034,6453.6,-2.64113432370837,0.66817622424186,-0.189801184672668
6454,0.66,2.37,0.26,0.29,0.17,0.35,0.3,43.03,0.04,0.02,1.5,10,8.83,96.27,7.5,15.63,34.605,7.24,7.52,5,5,"Trenton","Potage",4,6600,0.39,0.45,0.0011,3.6,0.44,0.0011,8.2,0.0011,0.26,0.015,0.00023,0.53,0.0013,0.0024,0.055,213.22,0.00093,0.0015,6454,-1.94916901835499,0.530285345671397,0.154827725860262
6454.6,0.66,2.37,0.26,0.29,0.17,0.35,0.3,43.03,0.04,0.02,1.5,10,8.83,96.27,7.5,15.63,34.605,7.24,7.52,5,5,"Trenton","Potage",4,6600,0.39,0.45,0.0011,3.6,0.44,0.0011,8.2,0.0011,0.26,0.015,0.00023,0.53,0.0013,0.0024,0.055,213.22,0.00093,0.0015,6454.6,-1.94916901835499,0.530285345671397,0.154827725860262
6455,0.23,0.62,0.175,0.001,0.14,0.08,0.3,45.54,0.05,0.02,1.5,10,8.83,82.18,7.5,7.5,29.0225,1.5,1.5,5,5,"Trenton","Potage",4,2300,0.76,1.3,0.00065,2.7,0.0043,0.00065,620,0.0033,0.61,0.036,0.00065,0.35,0.0038,0.0033,0.014,189.53,0.0011,0.0043,6455,-2.06475157447832,0.525746061445546,0.266986026479073
